matrix,fabric,overall_n,overall_mean,overall_p50,overall_p95,overall_p99,overall_max,tier0_up_n,tier0_up_mean,tier0_up_p50,tier0_up_p95,tier0_up_p99,tier0_up_max,tier0_down_n,tier0_down_mean,tier0_down_p50,tier0_down_p95,tier0_down_p99,tier0_down_max,tier1_up_n,tier1_up_mean,tier1_up_p50,tier1_up_p95,tier1_up_p99,tier1_up_max,tier1_down_n,tier1_down_mean,tier1_down_p50,tier1_down_p95,tier1_down_p99,tier1_down_max,tier2_up_n,tier2_up_mean,tier2_up_p50,tier2_up_p95,tier2_up_p99,tier2_up_max,tier2_down_n,tier2_down_mean,tier2_down_p50,tier2_down_p95,tier2_down_p99,tier2_down_max
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/incast_remote_128n_64MB.cm,1os,347,0.0117,0.0104,0.0312,0.1456,0.6654,65,0.0104,0.0104,0.0104,0.0122,0.0122,65,0.0104,0.0002,0.0002,0.6654,0.6654,51,0.0133,0.0104,0.0208,0.0312,0.0312,49,0.0138,0.0002,0.1456,0.2391,0.2391,60,0.0113,0.0104,0.0312,0.0312,0.0312,57,0.0119,0.0004,0.0624,0.0832,0.0832
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/incast_remote_128n_64MB.cm,4os,264,0.0151,0.0049,0.0511,0.2148,0.6546,65,0.0103,0.0102,0.0102,0.0120,0.0120,65,0.0103,0.0002,0.0002,0.6546,0.6546,46,0.0145,0.0102,0.0307,0.0307,0.0307,49,0.0136,0.0002,0.1636,0.2148,0.2148,19,0.0351,0.0307,0.0716,0.0716,0.0716,20,0.0333,0.0009,0.2148,0.2148,0.2148
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/incast_remote_128n_64MB.cm,8os,184,0.0220,0.0104,0.0829,0.6630,0.6630,65,0.0104,0.0104,0.0104,0.0121,0.0121,65,0.0104,0.0002,0.0002,0.6630,0.6630,17,0.0397,0.0414,0.0414,0.0414,0.0414,17,0.0397,0.0008,0.6630,0.6630,0.6630,10,0.0675,0.0829,0.1140,0.1140,0.1140,10,0.0675,0.0017,0.3315,0.3315,0.3315
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_100MB.cm,1os,2503,0.0080,0.0068,0.0272,0.0475,0.8694,510,0.0069,0.0001,0.0272,0.0272,0.0272,510,0.0069,0.0068,0.0068,0.0068,0.8694,371,0.0093,0.0002,0.0408,0.0475,0.0543,375,0.0092,0.0068,0.0204,0.1023,0.1362,366,0.0084,0.0002,0.0408,0.0475,0.0611,371,0.0083,0.0068,0.0204,0.0272,0.0273
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_100MB.cm,4os,1526,0.0127,0.0065,0.0456,0.1173,0.8343,510,0.0066,0.0001,0.0261,0.0261,0.0261,510,0.0066,0.0065,0.0065,0.0065,0.8343,126,0.0264,0.0005,0.1238,0.1369,0.1564,127,0.0262,0.0196,0.0456,0.3720,0.4186,127,0.0233,0.0005,0.1173,0.1304,0.1564,126,0.0235,0.0261,0.0467,0.0528,0.0587
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_100MB.cm,8os,1401,0.0137,0.0065,0.0542,0.1435,0.8290,510,0.0066,0.0001,0.0259,0.0259,0.0259,510,0.0066,0.0065,0.0065,0.0065,0.8290,126,0.0263,0.0005,0.1166,0.1360,0.1425,127,0.0261,0.0194,0.0390,0.3636,0.4219,64,0.0459,0.0010,0.2088,0.2785,0.2785,64,0.0459,0.0453,0.0842,0.0907,0.0907
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_16MB.cm,1os,2503,0.0080,0.0067,0.0269,0.0471,0.8617,510,0.0068,0.0001,0.0269,0.0269,0.0269,510,0.0068,0.0067,0.0067,0.0067,0.8617,371,0.0093,0.0002,0.0404,0.0471,0.0539,375,0.0092,0.0067,0.0202,0.1014,0.1350,366,0.0083,0.0002,0.0404,0.0471,0.0606,371,0.0082,0.0067,0.0202,0.0269,0.0270
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_16MB.cm,4os,1526,0.0123,0.0063,0.0444,0.1140,0.8110,510,0.0064,0.0001,0.0253,0.0253,0.0253,510,0.0064,0.0063,0.0063,0.0063,0.8110,126,0.0257,0.0005,0.1204,0.1331,0.1521,127,0.0255,0.0190,0.0444,0.3616,0.4069,127,0.0226,0.0005,0.1140,0.1267,0.1521,126,0.0228,0.0253,0.0454,0.0513,0.0570
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_16MB.cm,8os,1401,0.0134,0.0063,0.0530,0.1402,0.8102,510,0.0064,0.0001,0.0253,0.0253,0.0253,510,0.0064,0.0063,0.0063,0.0063,0.8102,126,0.0257,0.0005,0.1139,0.1329,0.1392,127,0.0255,0.0190,0.0381,0.3554,0.4123,64,0.0449,0.0010,0.2040,0.2722,0.2722,64,0.0449,0.0443,0.0823,0.0886,0.0886
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_64MB.cm,1os,2503,0.0080,0.0068,0.0271,0.0475,0.8687,510,0.0069,0.0001,0.0271,0.0271,0.0271,510,0.0069,0.0068,0.0068,0.0068,0.8687,371,0.0093,0.0002,0.0407,0.0475,0.0543,375,0.0092,0.0068,0.0204,0.1022,0.1361,366,0.0084,0.0002,0.0407,0.0475,0.0611,371,0.0083,0.0068,0.0204,0.0271,0.0273
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_64MB.cm,4os,1526,0.0126,0.0065,0.0456,0.1172,0.8336,510,0.0066,0.0001,0.0260,0.0260,0.0260,510,0.0066,0.0065,0.0065,0.0065,0.8336,126,0.0264,0.0005,0.1237,0.1368,0.1563,127,0.0262,0.0195,0.0456,0.3716,0.4182,127,0.0233,0.0005,0.1172,0.1302,0.1563,126,0.0234,0.0260,0.0466,0.0527,0.0586
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_1024n_64MB.cm,8os,1401,0.0137,0.0064,0.0540,0.1429,0.8255,510,0.0066,0.0001,0.0258,0.0258,0.0258,510,0.0066,0.0064,0.0064,0.0064,0.8255,126,0.0262,0.0005,0.1161,0.1354,0.1419,127,0.0259,0.0193,0.0388,0.3621,0.4201,64,0.0457,0.0010,0.2079,0.2773,0.2773,64,0.0457,0.0451,0.0838,0.0903,0.0903
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_100MB.cm,1os,300,0.0568,0.0508,0.2033,0.3557,0.8131,62,0.0508,0.0008,0.2033,0.2033,0.2033,62,0.0508,0.0508,0.0508,0.8131,0.8131,45,0.0665,0.0016,0.2541,0.3557,0.3557,48,0.0624,0.0508,0.1525,0.3557,0.3557,41,0.0579,0.0024,0.2033,0.4065,0.4065,42,0.0565,0.0508,0.1525,0.2033,0.2033
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_100MB.cm,4os,248,0.0688,0.0509,0.2545,0.6116,0.8143,62,0.0509,0.0008,0.2036,0.2036,0.2036,62,0.0509,0.0509,0.0509,0.8143,0.8143,46,0.0652,0.0016,0.2545,0.3054,0.3054,47,0.0638,0.0509,0.1535,0.2036,0.2036,15,0.1586,0.0049,0.6616,0.6616,0.6616,16,0.1487,0.1527,0.2569,0.2569,0.2569
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_100MB.cm,8os,172,0.0548,0.0281,0.2530,0.4497,0.7589,62,0.0281,0.0005,0.1124,0.1124,0.1124,62,0.0281,0.0281,0.0281,0.4497,0.4497,16,0.1035,0.0018,0.4497,0.4497,0.4497,16,0.1035,0.1124,0.3681,0.3681,0.3681,8,0.1643,0.0589,0.7589,0.7589,0.7589,8,0.1643,0.1704,0.2811,0.2811,0.2811
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_16MB.cm,1os,300,0.0488,0.0436,0.1745,0.3054,0.6980,62,0.0436,0.0007,0.1745,0.1745,0.1745,62,0.0436,0.0436,0.0436,0.6980,0.6980,45,0.0571,0.0014,0.2181,0.3054,0.3054,48,0.0536,0.0436,0.1309,0.3054,0.3054,41,0.0497,0.0021,0.1745,0.3490,0.3490,42,0.0485,0.0436,0.1309,0.1745,0.1745
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_16MB.cm,4os,248,0.0579,0.0429,0.2143,0.5150,0.6857,62,0.0428,0.0007,0.1714,0.1714,0.1714,62,0.0428,0.0429,0.0429,0.6857,0.6857,46,0.0549,0.0014,0.2143,0.2572,0.2572,47,0.0537,0.0429,0.1293,0.1714,0.1714,15,0.1335,0.0041,0.5572,0.5572,0.5572,16,0.1252,0.1286,0.2163,0.2163,0.2163
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_16MB.cm,8os,172,0.0516,0.0265,0.2382,0.4236,0.7147,62,0.0265,0.0004,0.1059,0.1059,0.1059,62,0.0265,0.0265,0.0265,0.4236,0.4236,16,0.0975,0.0017,0.4236,0.4236,0.4236,16,0.0975,0.1059,0.3467,0.3467,0.3467,8,0.1547,0.0555,0.7147,0.7147,0.7147,8,0.1547,0.1605,0.2647,0.2647,0.2647
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_64MB.cm,1os,300,0.0557,0.0498,0.1994,0.3489,0.7975,62,0.0498,0.0008,0.1994,0.1994,0.1994,62,0.0498,0.0498,0.0498,0.7975,0.7975,45,0.0653,0.0016,0.2492,0.3489,0.3489,48,0.0612,0.0498,0.1495,0.3489,0.3489,41,0.0568,0.0024,0.1994,0.3987,0.3987,42,0.0555,0.0498,0.1495,0.1994,0.1994
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_64MB.cm,4os,248,0.0675,0.0499,0.2496,0.5998,0.7987,62,0.0499,0.0008,0.1997,0.1997,0.1997,62,0.0499,0.0499,0.0499,0.7987,0.7987,46,0.0639,0.0016,0.2496,0.2995,0.2995,47,0.0626,0.0499,0.1505,0.1997,0.1997,15,0.1555,0.0048,0.6489,0.6489,0.6489,16,0.1458,0.1498,0.2519,0.2519,0.2519
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_64MB.cm,8os,172,0.0542,0.0278,0.2502,0.4448,0.7506,62,0.0278,0.0005,0.1112,0.1112,0.1112,62,0.0278,0.0278,0.0278,0.4448,0.4448,16,0.1024,0.0018,0.4448,0.4448,0.4448,16,0.1024,0.1112,0.3641,0.3641,0.3641,8,0.1624,0.0583,0.7506,0.7506,0.7506,8,0.1624,0.1686,0.2780,0.2780,0.2780
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_100MB.cm,1os,5660,0.1931,0.1779,0.3641,0.5337,0.7089,1024,0.1779,0.1779,0.1779,0.1779,0.1779,1024,0.1779,0.1779,0.1779,0.1779,0.1779,910,0.2002,0.1779,0.5254,0.7006,0.7089,910,0.2002,0.1779,0.5254,0.7006,0.7089,896,0.2033,0.1779,0.5282,0.7033,0.7061,896,0.2033,0.1779,0.5282,0.7033,0.7061
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_100MB.cm,4os,3072,0.1763,0.0882,0.5248,0.6143,0.7892,1024,0.0882,0.0882,0.0882,0.0882,0.0882,1024,0.0882,0.0882,0.0882,0.0882,0.0882,256,0.3526,0.3526,0.5289,0.6157,0.6983,256,0.3526,0.3526,0.5289,0.6157,0.6983,256,0.3526,0.3526,0.6143,0.7025,0.7892,256,0.3526,0.3526,0.6143,0.7025,0.7892
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_100MB.cm,8os,2816,0.1232,0.0565,0.4509,0.6177,0.7889,1024,0.0565,0.0565,0.0565,0.0565,0.0565,1024,0.0565,0.0565,0.0565,0.0565,0.0565,256,0.2259,0.2259,0.3380,0.3936,0.4474,256,0.2259,0.2259,0.3380,0.3936,0.4474,128,0.4518,0.4519,0.6742,0.7845,0.7889,128,0.4518,0.4519,0.6742,0.7845,0.7889
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_16MB.cm,1os,5602,0.1153,0.1051,0.3104,0.4139,0.6225,1024,0.1051,0.1051,0.1051,0.1051,0.1051,1024,0.1051,0.1051,0.1051,0.1051,0.1051,899,0.1197,0.1051,0.3121,0.4139,0.4172,899,0.1197,0.1051,0.3121,0.4139,0.4172,878,0.1226,0.1051,0.3121,0.4155,0.6225,878,0.1226,0.1051,0.3121,0.4155,0.6225
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_16MB.cm,4os,3072,0.1222,0.0611,0.3083,0.4266,0.6700,1024,0.0611,0.0611,0.0611,0.0611,0.0611,1024,0.0611,0.0611,0.0611,0.0611,0.0611,256,0.2443,0.2443,0.3665,0.4266,0.4839,256,0.2443,0.2443,0.3665,0.4266,0.4839,256,0.2443,0.2434,0.4266,0.5516,0.6700,256,0.2443,0.2434,0.4266,0.5516,0.6700
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_16MB.cm,8os,2816,0.0937,0.0430,0.3436,0.4691,0.6832,1024,0.0430,0.0430,0.0430,0.0430,0.0430,1024,0.0430,0.0430,0.0430,0.0430,0.0430,256,0.1718,0.1718,0.2973,0.2993,0.3000,256,0.1718,0.1718,0.2973,0.2993,0.3000,128,0.3436,0.3450,0.5127,0.5986,0.6832,128,0.3436,0.3450,0.5127,0.5986,0.6832
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_64MB.cm,1os,5556,0.1395,0.1261,0.3725,0.4967,0.7470,1024,0.1261,0.1261,0.1261,0.1261,0.1261,1024,0.1261,0.1261,0.1261,0.1261,0.1261,884,0.1461,0.1261,0.3745,0.3784,0.5026,884,0.1461,0.1261,0.3745,0.3784,0.5026,870,0.1485,0.1261,0.3745,0.5006,0.7470,870,0.1485,0.1261,0.3745,0.5006,0.7470
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_64MB.cm,4os,3068,0.1697,0.0847,0.5058,0.5918,0.7600,1024,0.0847,0.0847,0.0847,0.0847,0.0847,1024,0.0847,0.0847,0.0847,0.0847,0.0847,256,0.3389,0.3389,0.5110,0.5905,0.6766,256,0.3389,0.3389,0.5110,0.5905,0.6766,254,0.3416,0.3376,0.6699,0.7547,0.7600,254,0.3416,0.3376,0.6699,0.7547,0.7600
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_64MB.cm,8os,2816,0.1137,0.0521,0.4146,0.5726,0.7730,1024,0.0521,0.0521,0.0521,0.0521,0.0521,1024,0.0521,0.0521,0.0521,0.0521,0.0521,256,0.2085,0.2085,0.3128,0.3625,0.3649,256,0.2085,0.2085,0.3128,0.3625,0.3649,128,0.4170,0.4154,0.6720,0.7217,0.7730,128,0.4170,0.4154,0.6720,0.7217,0.7730
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_100MB.cm,1os,704,0.1701,0.1559,0.3118,0.4653,0.7722,128,0.1559,0.1559,0.1559,0.1559,0.1559,128,0.1559,0.1559,0.1559,0.1559,0.1559,117,0.1706,0.1559,0.3142,0.4628,0.4629,117,0.1706,0.1559,0.3142,0.4628,0.4629,107,0.1865,0.1559,0.4628,0.6163,0.7722,107,0.1865,0.1559,0.4628,0.6163,0.7722
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_100MB.cm,4os,556,0.1373,0.0994,0.3991,0.5932,0.7889,128,0.0994,0.0994,0.0994,0.0994,0.0994,128,0.0994,0.0994,0.0994,0.0994,0.0994,118,0.1078,0.0994,0.2935,0.2966,0.3929,118,0.1078,0.0994,0.2935,0.2966,0.3929,32,0.3976,0.3976,0.5948,0.7889,0.7889,32,0.3976,0.3976,0.5948,0.7889,0.7889
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_100MB.cm,8os,352,0.1468,0.0673,0.5372,0.7370,0.8000,128,0.0673,0.0673,0.0673,0.0673,0.0673,128,0.0673,0.0673,0.0673,0.0673,0.0673,32,0.2691,0.2691,0.2692,0.2692,0.2692,32,0.2691,0.2691,0.2692,0.2692,0.2692,16,0.5383,0.5393,0.8000,0.8000,0.8000,16,0.5383,0.5393,0.8000,0.8000,0.8000
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_16MB.cm,1os,728,0.1917,0.1817,0.3634,0.5395,0.5451,128,0.1817,0.1817,0.1817,0.1817,0.1817,128,0.1817,0.1817,0.1817,0.1817,0.1817,121,0.1922,0.1817,0.3634,0.5395,0.5423,121,0.1922,0.1817,0.3634,0.5395,0.5423,115,0.2023,0.1817,0.5395,0.5423,0.5451,115,0.2023,0.1817,0.5395,0.5423,0.5451
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_16MB.cm,4os,548,0.0982,0.0701,0.2793,0.4206,0.6966,128,0.0701,0.0701,0.0701,0.0701,0.0701,128,0.0701,0.0701,0.0701,0.0701,0.0701,114,0.0787,0.0701,0.1413,0.2092,0.2092,114,0.0787,0.0701,0.1413,0.2092,0.2092,32,0.2804,0.2793,0.4874,0.6966,0.6966,32,0.2804,0.2793,0.4874,0.6966,0.6966
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_16MB.cm,8os,352,0.1128,0.0517,0.4130,0.5641,0.6675,128,0.0517,0.0517,0.0517,0.0517,0.0517,128,0.0517,0.0517,0.0517,0.0517,0.0517,32,0.2069,0.2069,0.2069,0.2069,0.2069,32,0.2069,0.2069,0.2069,0.2069,0.2069,16,0.4138,0.4146,0.6675,0.6675,0.6675,16,0.4138,0.4146,0.6675,0.6675,0.6675
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_64MB.cm,1os,714,0.1938,0.1801,0.5320,0.5376,0.7177,128,0.1801,0.1801,0.1801,0.1801,0.1801,128,0.1801,0.1801,0.1801,0.1801,0.1801,115,0.2005,0.1801,0.5320,0.5376,0.7177,115,0.2005,0.1801,0.5320,0.5376,0.7177,114,0.2022,0.1801,0.5348,0.5404,0.7093,114,0.2022,0.1801,0.5348,0.5404,0.7093
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_64MB.cm,4os,560,0.1038,0.0757,0.3738,0.5276,0.7535,128,0.0757,0.0757,0.0757,0.0757,0.0757,128,0.0757,0.0757,0.0757,0.0757,0.0757,120,0.0807,0.0757,0.2248,0.2271,0.2993,120,0.0807,0.0757,0.2248,0.2271,0.2993,32,0.3028,0.3016,0.5288,0.7535,0.7535,32,0.3028,0.3016,0.5288,0.7535,0.7535
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_64MB.cm,8os,352,0.1310,0.0600,0.4794,0.6557,0.7730,128,0.0600,0.0600,0.0600,0.0600,0.0600,128,0.0600,0.0600,0.0600,0.0600,0.0600,32,0.2402,0.2402,0.2402,0.2402,0.2402,32,0.2402,0.2402,0.2402,0.2402,0.2402,16,0.4803,0.4813,0.7730,0.7730,0.7730,16,0.4803,0.4813,0.7730,0.7730,0.7730
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_100MB.cm,1os,5647,0.1631,0.1530,0.3083,0.6023,0.7577,1024,0.1530,0.1530,0.1530,0.1530,0.1530,1024,0.1530,0.1530,0.1530,0.1530,0.1530,899,0.1735,0.1530,0.4541,0.6047,0.6142,921,0.1694,0.1530,0.4541,0.6047,0.7577,883,0.1675,0.1530,0.4541,0.6047,0.7529,896,0.1651,0.1530,0.4517,0.6023,0.7529
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_100MB.cm,4os,3072,0.1325,0.0676,0.4015,0.4712,0.8019,1024,0.0676,0.0676,0.0676,0.0676,0.0676,1024,0.0676,0.0676,0.0676,0.0676,0.0676,256,0.2694,0.2705,0.4691,0.5346,0.5378,256,0.2694,0.2705,0.4691,0.4712,0.4723,256,0.2554,0.2684,0.4670,0.5399,0.7354,256,0.2554,0.2663,0.4733,0.6054,0.8019
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_100MB.cm,8os,2816,0.0954,0.0446,0.3137,0.4901,0.7948,1024,0.0446,0.0446,0.0446,0.0446,0.0446,1024,0.0446,0.0446,0.0446,0.0446,0.0446,256,0.1778,0.1785,0.2677,0.3109,0.3542,256,0.1778,0.1785,0.2677,0.3109,0.3542,128,0.3371,0.3535,0.5313,0.5780,0.5787,128,0.3371,0.3145,0.5347,0.7069,0.7948
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_16MB.cm,1os,5647,0.1287,0.1207,0.2433,0.4753,0.5979,1024,0.1207,0.1207,0.1207,0.1207,0.1207,1024,0.1207,0.1207,0.1207,0.1207,0.1207,899,0.1369,0.1207,0.3584,0.4772,0.4847,921,0.1337,0.1207,0.3584,0.4772,0.5979,883,0.1322,0.1207,0.3584,0.4772,0.5941,896,0.1303,0.1207,0.3565,0.4753,0.5941
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_16MB.cm,4os,3072,0.1091,0.0556,0.3304,0.3878,0.6599,1024,0.0556,0.0556,0.0556,0.0556,0.0557,1024,0.0556,0.0556,0.0556,0.0556,0.0557,256,0.2217,0.2226,0.3860,0.4399,0.4425,256,0.2217,0.2226,0.3860,0.3878,0.3886,256,0.2102,0.2208,0.3843,0.4443,0.6051,256,0.2102,0.2191,0.3895,0.4982,0.6599
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_16MB.cm,8os,2816,0.0835,0.0391,0.2747,0.4291,0.6958,1024,0.0391,0.0391,0.0391,0.0391,0.0391,1024,0.0391,0.0391,0.0391,0.0391,0.0391,256,0.1556,0.1563,0.2344,0.2722,0.3101,256,0.1556,0.1563,0.2344,0.2722,0.3101,128,0.2951,0.3095,0.4651,0.5061,0.5066,128,0.2951,0.2753,0.4682,0.6189,0.6958
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_64MB.cm,1os,5647,0.1537,0.1441,0.2905,0.5675,0.7138,1024,0.1441,0.1441,0.1441,0.1441,0.1441,1024,0.1441,0.1441,0.1441,0.1441,0.1441,899,0.1635,0.1441,0.4278,0.5697,0.5786,921,0.1596,0.1441,0.4278,0.5697,0.7138,883,0.1578,0.1441,0.4278,0.5697,0.7093,896,0.1555,0.1441,0.4256,0.5675,0.7093
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_64MB.cm,4os,3072,0.1258,0.0642,0.3810,0.4472,0.7610,1024,0.0642,0.0642,0.0642,0.0642,0.0642,1024,0.0642,0.0642,0.0642,0.0642,0.0642,256,0.2557,0.2567,0.4452,0.5074,0.5104,256,0.2557,0.2567,0.4452,0.4472,0.4482,256,0.2424,0.2547,0.4432,0.5124,0.6979,256,0.2424,0.2527,0.4492,0.5745,0.7610
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_64MB.cm,8os,2816,0.0942,0.0441,0.3098,0.4840,0.7848,1024,0.0441,0.0441,0.0441,0.0441,0.0441,1024,0.0441,0.0441,0.0441,0.0441,0.0441,256,0.1755,0.1762,0.2643,0.3070,0.3497,256,0.1755,0.1762,0.2643,0.3070,0.3497,128,0.3328,0.3490,0.5246,0.5708,0.5714,128,0.3328,0.3105,0.5280,0.6980,0.7848
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_100MB.cm,1os,704,0.1944,0.1870,0.3769,0.5581,0.7393,128,0.1870,0.1870,0.1870,0.1870,0.1870,128,0.1870,0.1870,0.1870,0.1870,0.1870,116,0.2015,0.1870,0.5523,0.5581,0.5581,118,0.1981,0.1870,0.5523,0.5581,0.7364,111,0.1904,0.1841,0.5552,0.5581,0.7364,103,0.2052,0.1870,0.5552,0.7364,0.7393
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_100MB.cm,4os,555,0.1312,0.0995,0.3963,0.5921,0.7879,128,0.0995,0.0995,0.0995,0.0995,0.0995,128,0.0995,0.0995,0.0995,0.0995,0.0995,115,0.1081,0.0995,0.2937,0.3932,0.3932,120,0.1036,0.0995,0.1989,0.2968,0.2968,32,0.3512,0.3046,0.6900,0.7879,0.7879,32,0.3512,0.3916,0.5937,0.6962,0.6962
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_100MB.cm,8os,352,0.1390,0.0668,0.4668,0.6643,0.7958,128,0.0668,0.0668,0.0668,0.0669,0.0669,128,0.0668,0.0668,0.0668,0.0669,0.0669,32,0.2611,0.2674,0.2674,0.2674,0.2674,32,0.2611,0.2674,0.2674,0.2674,0.2674,16,0.4721,0.4648,0.6643,0.6643,0.6643,16,0.4721,0.4690,0.7958,0.7958,0.7958
