matrix,nodes,conns,fabric,status,wall_s,flows_fin,makespan_us,fct_min_us,fct_p50_us,fct_p99_us,fct_max_us,total_GB,New,Rtx,RTS,Bounced,ACKs,NACKs,Pulls,sleek,spurious,pfc_pauses,pfc_pause_us,max_queue_bytes,slowdown_p50,slowdown_p99,slowdown_max,fairness_jain
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_100MB.cm,128,61,4os,ok,78,61,79850.6,13011.3,60824.7,79475.2,79850.6,6.100,0,0,0,0,0,0,0,0,0,2315,16102.6,113856,15.2063,19.9627,19.9627,0.6953
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_100MB.cm,128,61,8os,ok,33,61,144581.0,15875.2,94355.6,144487.0,144581.0,6.100,0,0,0,0,0,0,0,0,0,6607,30986.2,113792,24.2712,36.1452,36.1452,0.5628
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_16MB.cm,128,61,1os,ok,3,61,14904.4,1363.0,5283.6,14809.7,14904.4,0.976,0,0,0,0,0,0,0,0,0,969,8968.0,113792,8.3500,23.2881,23.2881,0.7032
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_16MB.cm,128,61,4os,ok,3,61,15171.7,2215.0,11520.5,15031.4,15171.7,0.976,0,0,0,0,0,0,0,0,0,870,9545.8,113856,18.0253,23.7058,23.7058,0.6923
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_16MB.cm,128,61,8os,ok,4,61,24563.2,3090.2,14917.0,24557.7,24563.2,0.976,0,0,0,0,0,0,0,0,0,705,6807.8,113792,23.4472,38.3800,38.3800,0.6290
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_64MB.cm,128,61,1os,ok,22,61,52185.3,5830.4,17549.1,52170.4,52185.3,3.904,0,0,0,0,0,0,0,0,0,1553,11094.3,113792,6.9311,20.3849,20.3849,0.7117
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_64MB.cm,128,61,4os,ok,35,61,52105.3,8381.1,40229.0,51926.1,52105.3,3.904,0,0,0,0,0,0,0,0,0,1338,11526.9,113856,15.7234,20.3536,20.3536,0.6908
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/outcast_incast_128n_64MB.cm,128,61,8os,ok,22,61,93562.1,10685.2,63913.9,93454.4,93562.1,3.904,0,0,0,0,0,0,0,0,0,3843,19803.2,113792,25.1556,36.5477,36.5477,0.5689
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_100MB.cm,1024,1024,1os,ok,757,1024,23204.0,4083.3,11563.9,21832.1,23204.0,102.400,0,0,0,0,0,0,0,0,0,5896,30151.9,117376,2.8910,5.4769,5.8010,0.8012
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_100MB.cm,1024,1024,4os,ok,1129,1024,46832.1,6972.0,23744.9,41902.1,46832.1,102.400,0,0,0,0,0,0,0,0,0,9969,99550.3,117056,5.9420,10.4769,11.7080,0.8611
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_100MB.cm,1024,1024,8os,ok,1679,1024,73099.7,7670.7,42403.5,71617.2,73099.7,102.400,0,0,0,0,0,0,0,0,0,22396,215510.0,117120,10.6041,17.9282,18.2749,0.8872
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_16MB.cm,1024,1024,1os,ok,73,1024,6284.1,664.1,2093.4,4685.3,6284.1,16.384,0,0,0,0,0,0,0,0,0,6356,35072.9,117632,3.2710,7.3245,9.8189,0.7214
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_16MB.cm,1024,1024,4os,ok,82,1024,10813.7,1015.0,4632.5,9178.0,10813.7,16.384,0,0,0,0,0,0,0,0,0,9429,96090.4,117184,7.2420,15.2569,16.8964,0.8682
