matrix,nodes,conns,fabric,status,wall_s,flows_fin,makespan_us,fct_min_us,fct_p50_us,fct_p99_us,fct_max_us,total_GB,New,Rtx,RTS,Bounced,ACKs,NACKs,Pulls,sleek,spurious,sweep,workload,size_MB,os_ratio,makespan_ms,rtx_corr,nacks_corr,nack_pct
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_64MB.cm,1024,1024,4os,ok,705,1024,11583.7,2613.9,10908.4,11365.7,11583.7,65.539,16039936,117663,0,0,13536738,117663,0,0,0,all_workloads_128_1024,perm_random,64,4,11.6,117663,117663,0.728
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_1024n_64MB.cm,1024,1024,8os,ok,537,1024,21614.3,2608.8,19296.7,21250.8,21614.3,65.539,16039936,184348,0,0,14175037,184348,0,0,0,all_workloads_128_1024,perm_random,64,8,21.6,184348,184348,1.136
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_100MB.cm,128,128,1os,ok,61,128,4718.9,4087.3,4384.8,4698.2,4718.9,12.800,3132672,1537,0,0,1283823,1537,0,0,0,all_workloads_128_1024,perm_random,100,1,4.7,1537,1537,0.049
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_100MB.cm,128,128,4os,ok,63,128,16185.9,4083.4,14456.9,16092.3,16185.9,12.800,3132672,35014,0,0,2529196,35014,0,0,0,all_workloads_128_1024,perm_random,100,4,16.2,35014,35014,1.105
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_100MB.cm,128,128,8os,ok,58,128,31982.0,4079.5,28074.4,31641.5,31982.0,12.800,3132672,21704,0,0,2767857,21704,0,0,0,all_workloads_128_1024,perm_random,100,8,32.0,21704,21704,0.688
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_16MB.cm,128,128,1os,ok,11,128,782.0,657.5,710.4,758.5,782.0,2.048,501248,220,0,0,198962,220,0,0,0,all_workloads_128_1024,perm_random,16,1,0.8,220,220,0.044
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_16MB.cm,128,128,4os,ok,11,128,2657.0,656.2,2276.7,2633.1,2657.0,2.048,501248,12365,0,0,398475,12365,0,0,0,all_workloads_128_1024,perm_random,16,4,2.7,12365,12365,2.407
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_16MB.cm,128,128,8os,ok,10,128,5098.9,655.6,4398.5,5046.1,5098.9,2.048,501248,12580,0,0,441309,12580,0,0,0,all_workloads_128_1024,perm_random,16,8,5.1,12580,12580,2.448
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_64MB.cm,128,128,1os,ok,39,128,3048.1,2617.7,2806.7,2994.0,3048.1,8.192,2004992,871,0,0,817233,871,0,0,0,all_workloads_128_1024,perm_random,64,1,3.0,871,871,0.043
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_64MB.cm,128,128,4os,ok,39,128,10349.1,2614.3,9210.9,10276.5,10349.1,8.192,2004992,25946,0,0,1614428,25946,0,0,0,all_workloads_128_1024,perm_random,64,4,10.3,25946,25946,1.278
/csl/mahmoud.za/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_random_128n_64MB.cm,128,128,8os,ok,37,128,20272.7,2612.6,17794.7,20202.1,20272.7,8.192,2004992,17726,0,0,1772312,17726,0,0,0,all_workloads_128_1024,perm_random,64,8,20.3,17726,17726,0.876
